customer_id,age,gender,province,district_type,sim_type,tenure_days,calls_min_30d,sms_count_30d,data_gb_30d,night_usage_pct,last_recharge_days_ago,avg_recharge_amount_npr,recharge_count_30d,signal_strength_dbm,call_drop_rate,avg_data_speed_mbps,num_complaints_30d,avg_resolution_time_hours,data_pack_active,voice_pack_active,vas_active,roaming_active,usage_drop_pct,recharge_drop_pct,inactive_days,churn
NP-00029,50,Male,Koshi,Semi-Urban,Prepaid,1768,458.4,32,12.37,17.14,3,96.0,2,-107,0.0831,4.55,0,0.0,1,1,0,0,0.674,0.469,9,1
NP-00030,29,Male,Lumbini,Urban,Prepaid,1270,209.5,56,8.15,28.68,9,497.0,4,-61,0.0152,15.34,0,0.0,0,1,0,0,0.368,-0.368,2,0
NP-00031,75,Male,Gandaki,Urban,Postpaid,1622,219.4,46,4.07,50.18,2,1011.0,2,-107,0.0481,4.27,0,0.0,1,1,0,1,0.723,0.255,12,0
NP-00032,39,Male,Madhesh,Urban,Prepaid,542,337.0,53,11.87,50.59,21,95.0,3,-69,0.0526,6.24,0,0.0,1,1,0,0,0.352,0.361,2,0
NP-00033,61,Female,Madhesh,Urban,Prepaid,1588,199.7,37,6.57,27.39,18,185.0,4,-113,0.0545,4.13,0,0.0,1,0,0,0,0.128,0.053,1,0
NP-00034,42,Female,Lumbini,Urban,Prepaid,1727,322.5,46,8.28,32.36,10,87.0,2,-82,0.0755,15.26,0,0.0,0,0,1,0,0.05,0.049,3,0
NP-00035,66,Male,Bagmati,Semi-Urban,Prepaid,459,311.6,43,16.88,20.47,8,502.0,0,-68,0.0231,16.85,0,0.0,1,1,0,0,-0.132,0.222,1,0
NP-00036,44,Female,Gandaki,Semi-Urban,Prepaid,1359,224.3,38,29.39,23.66,31,85.0,8,-53,0.0287,11.7,0,0.0,0,1,0,0,-0.059,-0.164,5,0
NP-00037,59,Male,Madhesh,Semi-Urban,Prepaid,1121,108.4,41,2.45,20.09,16,489.0,3,-74,0.0303,10.94,0,0.0,0,0,0,0,0.193,0.129,1,0
NP-00038,45,Female,Bagmati,Urban,Prepaid,1472,317.9,41,16.93,16.7,0,85.0,4,-57,0.0448,9.57,0,0.0,1,0,0,0,-0.009,0.131,3,0
NP-00039,33,Female,Sudurpashchim,Semi-Urban,Prepaid,31,91.9,55,25.5,35.11,3,186.0,1,-76,0.0608,13.55,0,0.0,0,0,0,0,0.136,-0.0,2,0
NP-00040,32,Male,Madhesh,Rural,Prepaid,383,182.5,45,7.91,20.34,0,185.0,6,-76,0.0281,19.91,4,27.1,0,1,1,0,0.44,-0.198,3,1
NP-00041,64,Female,Bagmati,Urban,Prepaid,1706,484.6,44,3.59,20.88,62,60.0,7,-59,0.0337,9.24,0,0.0,1,0,0,0,0.08,0.316,6,0
NP-00042,68,Female,Lumbini,Semi-Urban,Prepaid,698,436.2,49,12.03,20.92,6,208.0,4,-69,0.0175,9.66,0,0.0,1,1,0,0,0.991,0.108,9,0
NP-00043,61,Male,Madhesh,Semi-Urban,Prepaid,922,287.2,40,7.8,27.15,1,492.0,4,-95,0.0351,11.9,0,0.0,1,1,0,0,0.174,0.144,2,0
NP-00044,72,Male,Bagmati,Semi-Urban,Postpaid,1620,377.0,53,149.87,17.57,5,97.0,2,-94,0.0501,39.44,0,0.0,1,0,0,0,0.852,0.363,14,1
NP-00045,69,Male,Gandaki,Urban,Prepaid,597,367.2,45,11.79,29.09,46,85.0,6,-85,0.0337,15.45,2,28.9,0,0,0,0,0.147,-0.096,4,1
NP-00046,74,Female,Bagmati,Urban,Postpaid,269,121.9,46,6.13,11.48,1,91.0,2,-79,0.0454,10.15,0,0.0,1,0,1,0,0.03,0.148,2,0
NP-00047,20,Female,Bagmati,Semi-Urban,Prepaid,470,341.3,36,2.79,25.96,5,87.0,4,-82,0.0277,5.77,3,40.3,0,1,0,0,0.802,0.336,14,1
NP-00048,54,Female,Madhesh,Rural,Prepaid,657,89.8,44,4.15,22.73,3,103.0,4,-60,0.0331,27.75,0,0.0,1,1,0,0,0.425,0.404,4,1
NP-00049,68,Female,Bagmati,Urban,Prepaid,575,117.3,46,18.33,55.47,18,486.0,3,-90,0.0474,5.73,0,0.0,1,0,0,0,0.208,0.128,1,0
NP-00050,24,Female,Gandaki,Rural,Prepaid,547,299.5,36,2.26,40.05,0,86.0,4,-100,0.0936,6.7,0,0.0,0,0,0,0,0.042,-0.078,1,1
NP-00051,38,Female,Gandaki,Urban,Prepaid,1430,207.9,46,2.32,38.77,35,210.0,5,-106,0.0776,5.17,0,0.0,0,1,0,1,0.537,0.03,17,0
NP-00052,26,Female,Koshi,Urban,Prepaid,334,356.5,46,20.03,37.65,24,990.0,5,-62,0.0218,13.58,0,0.0,1,1,0,0,0.213,-0.061,4,0
NP-00053,56,Male,Gandaki,Urban,Prepaid,234,59.4,52,6.68,70.64,5,205.0,4,-69,0.0284,7.39,0,0.0,1,0,0,0,0.561,0.599,6,0
NP-00054,35,Female,Sudurpashchim,Semi-Urban,Prepaid,713,385.8,35,7.3,18.77,27,106.0,3,-54,0.0097,27.88,0,0.0,1,1,0,0,-0.097,-0.256,1,0
NP-00055,21,Female,Bagmati,Urban,Prepaid,1452,173.4,52,14.34,24.32,6,210.0,6,-69,0.0507,17.01,0,0.0,1,0,0,0,0.134,-0.041,6,0
NP-00056,42,Male,Lumbini,Urban,Prepaid,46,108.0,52,7.45,27.57,4,87.0,2,-100,0.0481,6.32,0,0.0,0,0,0,0,0.428,0.34,5,1
NP-00057,31,Female,Bagmati,Rural,Prepaid,729,309.7,40,2.52,23.02,6,57.0,2,-56,0.0329,13.31,0,0.0,0,0,0,1,0.282,-0.006,3,0
NP-00058,67,Male,Lumbini,Rural,Prepaid,768,342.7,48,5.32,39.96,20,211.0,3,-70,0.0582,10.52,0,0.0,1,0,0,0,-0.002,-0.054,0,0
NP-00059,75,Female,Sudurpashchim,Urban,Prepaid,1054,295.2,58,13.13,18.67,9,194.0,0,-62,0.0098,15.38,0,0.0,1,1,0,0,0.262,0.012,0,0
NP-00060,26,Female,Madhesh,Urban,Postpaid,423,209.1,53,9.52,44.32,2,488.0,1,-89,0.0549,5.97,0,0.0,1,1,0,0,0.257,0.316,0,0
NP-00061,43,Male,Bagmati,Semi-Urban,Postpaid,842,615.0,36,29.94,41.2,0,114.0,2,-106,0.0659,3.48,0,0.0,0,0,0,0,-0.005,-0.39,3,0
NP-00062,70,Male,Bagmati,Semi-Urban,Prepaid,187,367.3,57,12.55,28.2,11,486.0,5,-84,0.0361,9.09,0,0.0,1,1,0,0,0.573,0.165,16,1
NP-00063,19,Male,Bagmati,Urban,Prepaid,1687,411.1,45,4.53,8.57,20,491.0,5,-89,0.0616,14.02,6,25.2,0,0,1,0,-0.191,0.112,2,1
NP-00064,37,Female,Koshi,Rural,Prepaid,1217,175.9,50,27.8,15.91,23,104.0,6,-106,0.0531,16.4,4,25.3,1,1,0,0,0.238,0.164,2,0
NP-00065,45,Male,Lumbini,Urban,Prepaid,1611,143.1,38,29.33,24.45,20,1485.0,3,-94,0.034,9.66,0,0.0,0,0,0,0,0.474,0.073,2,1
NP-00066,64,Female,Koshi,Semi-Urban,Prepaid,1535,187.0,39,5.14,38.71,8,43.0,4,-110,0.0731,9.48,0,0.0,0,0,1,0,0.469,0.523,1,0
NP-00067,24,Male,Bagmati,Urban,Postpaid,950,148.9,49,14.16,47.34,5,511.0,2,-83,0.0338,17.28,0,0.0,1,0,0,0,0.174,0.105,1,0
NP-00068,61,Other,Gandaki,Semi-Urban,Prepaid,1142,164.4,55,15.38,15.45,44,85.0,1,-107,0.0524,7.7,3,49.0,0,0,0,0,0.009,0.003,6,1
NP-00069,25,Female,Madhesh,Urban,Prepaid,1355,331.8,39,11.84,17.27,30,485.0,5,-93,0.0475,11.63,2,13.7,1,0,0,0,0.105,0.152,1,0
NP-00070,64,Male,Karnali,Semi-Urban,Prepaid,721,80.9,44,3.0,64.91,16,207.0,2,-67,0.0514,10.61,0,0.0,0,1,0,0,-0.083,0.045,0,0
NP-00071,52,Female,Lumbini,Rural,Prepaid,990,305.1,45,98.56,21.52,6,41.0,3,-90,0.0434,6.04,1,28.5,0,0,0,0,-0.118,0.301,1,0
NP-00072,31,Male,Bagmati,Semi-Urban,Prepaid,1626,418.9,37,6.41,45.89,43,93.0,4,-73,0.0258,6.97,1,22.7,0,0,0,0,0.703,0.085,21,0
NP-00073,34,Female,Bagmati,Semi-Urban,Prepaid,797,77.0,34,12.04,17.73,5,1013.0,4,-66,0.017,12.15,3,37.7,1,0,0,0,0.797,0.279,13,1
NP-00074,53,Male,Madhesh,Urban,Prepaid,1219,424.4,47,18.82,47.99,13,105.0,0,-55,0.0289,18.24,1,24.8,1,1,0,0,0.079,-0.101,2,0
NP-00075,67,Male,Lumbini,Rural,Prepaid,146,144.8,36,6.48,67.53,4,50.0,3,-59,0.0248,12.05,0,0.0,0,0,0,0,-0.311,0.138,3,0
NP-00076,57,Male,Koshi,Rural,Postpaid,677,386.9,44,24.34,45.83,21,114.0,2,-109,0.0759,5.83,0,0.0,1,0,1,0,0.326,0.047,2,0
NP-00077,21,Male,Gandaki,Semi-Urban,Prepaid,1193,406.5,38,9.02,14.64,23,202.0,3,-53,0.0105,6.52,0,0.0,0,1,0,0,0.169,-0.042,1,0
NP-00078,19,Male,Lumbini,Semi-Urban,Prepaid,373,213.7,38,5.43,53.82,8,62.0,4,-58,0.0163,58.49,0,0.0,0,1,0,0,0.405,-0.147,1,0
NP-00079,23,Female,Madhesh,Rural,Prepaid,1273,195.7,29,2.88,27.13,9,108.0,5,-82,0.0629,28.18,0,0.0,1,0,0,0,0.284,0.096,3,0
NP-00080,71,Other,Karnali,Urban,Prepaid,774,216.8,46,6.67,26.86,35,53.0,1,-51,0.0064,14.68,0,0.0,0,0,0,0,0.185,0.489,3,0
NP-00081,59,Male,Koshi,Semi-Urban,Prepaid,179,162.4,48,12.07,5.94,1,198.0,3,-52,0.0162,19.14,0,0.0,1,0,0,0,-0.112,-0.121,2,0
NP-00082,21,Female,Karnali,Semi-Urban,Prepaid,731,383.4,42,7.01,41.71,7,98.0,2,-108,0.06,16.73,0,0.0,0,0,1,0,0.24,0.13,2,1
NP-00083,71,Male,Koshi,Semi-Urban,Prepaid,441,128.6,51,15.24,15.04,9,213.0,3,-64,0.0163,22.46,0,0.0,1,1,0,0,0.445,0.429,3,0
NP-00084,46,Female,Gandaki,Rural,Prepaid,691,195.0,45,33.93,42.17,20,89.0,5,-90,0.0354,6.65,0,0.0,1,1,0,0,0.667,0.192,10,0
NP-00085,35,Female,Madhesh,Semi-Urban,Prepaid,502,239.5,52,7.08,31.11,18,90.0,3,-53,0.009,21.63,0,0.0,1,1,0,0,0.198,-0.158,1,0
NP-00086,43,Female,Lumbini,Urban,Prepaid,227,182.8,38,22.54,18.79,11,1003.0,2,-103,0.0472,3.09,0,0.0,1,1,0,0,0.379,0.33,2,1
NP-00087,61,Female,Bagmati,Urban,Postpaid,780,216.2,50,10.41,17.83,2,90.0,1,-69,0.028,15.41,0,0.0,0,0,1,0,0.137,0.611,1,0
NP-00088,51,Male,Koshi,Urban,Prepaid,171,200.3,51,11.54,42.63,6,89.0,1,-66,0.0199,16.23,0,0.0,1,0,0,0,0.313,-0.044,5,0
NP-00089,27,Female,Bagmati,Semi-Urban,Prepaid,1727,231.8,47,9.11,44.8,1,95.0,3,-64,0.0115,4.56,0,0.0,1,0,0,0,-0.214,0.195,1,1
NP-00090,53,Female,Bagmati,Urban,Prepaid,1113,227.5,38,12.37,58.08,1,91.0,4,-79,0.0239,20.93,2,37.6,1,1,0,0,0.535,0.097,9,0
NP-00091,31,Male,Gandaki,Urban,Prepaid,449,405.5,43,4.69,55.82,3,94.0,1,-109,0.0645,7.81,0,0.0,1,1,0,0,0.752,0.424,12,1
NP-00092,48,Female,Karnali,Semi-Urban,Prepaid,1216,122.5,41,5.04,14.52,4,202.0,3,-59,0.0134,12.21,0,0.0,1,0,0,0,0.135,-0.003,0,0
NP-00093,65,Male,Bagmati,Rural,Postpaid,856,129.3,50,5.58,18.99,6,92.0,1,-52,0.0166,13.7,0,0.0,1,1,0,0,0.246,0.203,2,0
NP-00094,32,Female,Madhesh,Rural,Prepaid,659,416.6,41,2.23,32.4,15,106.0,3,-57,0.0383,25.23,1,24.0,0,1,0,0,-0.001,0.054,0,0
NP-00095,25,Male,Koshi,Rural,Prepaid,1675,170.9,39,3.42,21.85,0,85.0,1,-60,0.0211,10.3,0,0.0,1,1,0,0,0.505,0.682,9,0
NP-00096,31,Male,Bagmati,Semi-Urban,Postpaid,326,12.7,41,8.39,32.83,24,99.0,2,-107,0.0677,4.36,0,0.0,1,0,1,0,0.196,-0.027,2,1
NP-00097,40,Female,Bagmati,Urban,Prepaid,141,53.0,35,5.7,48.38,58,111.0,1,-114,0.0774,3.27,1,27.4,1,0,0,0,0.186,-0.002,10,1
NP-00098,74,Female,Madhesh,Rural,Prepaid,391,193.1,40,8.7,28.97,39,95.0,3,-98,0.1094,12.75,0,0.0,0,0,0,0,0.315,0.37,6,1
NP-00099,57,Male,Madhesh,Urban,Prepaid,1383,138.5,38,14.89,24.34,6,202.0,2,-102,0.0813,10.6,0,0.0,0,0,0,0,0.144,0.273,3,0
NP-00100,38,Male,Bagmati,Semi-Urban,Prepaid,239,231.0,43,11.01,13.03,6,113.0,2,-101,0.0628,3.74,0,0.0,0,1,0,0,0.092,-0.01,4,1
NP-00101,33,Female,Sudurpashchim,Semi-Urban,Prepaid,1055,383.8,33,8.27,33.04,8,87.0,4,-113,0.0692,5.79,0,0.0,0,0,0,0,0.081,0.321,1,0
NP-00102,62,Male,Madhesh,Rural,Prepaid,511,258.7,50,2.06,12.13,13,214.0,1,-95,0.0446,10.09,2,25.9,0,1,0,0,-0.119,0.052,2,0
NP-00103,35,Male,Bagmati,Urban,Prepaid,487,289.8,59,9.39,14.83,3,503.0,4,-56,0.0343,31.31,0,0.0,1,0,0,1,-0.125,0.166,3,0
NP-00104,64,Female,Lumbini,Urban,Prepaid,1349,136.7,39,5.25,39.54,12,497.0,4,-71,0.071,9.97,0,0.0,1,0,0,0,0.546,0.038,8,0
NP-00105,70,Female,Lumbini,Semi-Urban,Prepaid,1796,477.4,44,15.71,56.59,4,510.0,1,-90,0.0745,6.83,0,0.0,0,0,0,0,0.474,0.465,4,0
NP-00106,41,Male,Madhesh,Urban,Prepaid,1175,127.4,49,4.77,9.52,12,53.0,1,-70,0.0189,17.66,0,0.0,1,0,0,0,0.172,0.237,5,0
NP-00107,43,Female,Gandaki,Rural,Prepaid,489,96.8,30,3.61,49.1,12,195.0,1,-100,0.0523,5.52,0,0.0,0,0,1,0,0.248,-0.059,1,0
NP-00108,42,Female,Karnali,Semi-Urban,Prepaid,231,139.9,39,28.11,54.69,0,1489.0,6,-89,0.0335,14.21,0,0.0,0,0,1,1,-0.107,0.286,2,0
NP-00109,62,Female,Koshi,Semi-Urban,Prepaid,210,53.8,44,2.13,49.06,24,209.0,3,-99,0.0504,8.93,0,0.0,0,0,0,0,0.521,0.456,7,1
NP-00110,58,Female,Bagmati,Rural,Prepaid,215,112.2,46,34.87,29.73,2,113.0,3,-99,0.0517,2.75,0,0.0,1,0,1,0,0.118,0.188,4,1
NP-00111,46,Male,Madhesh,Semi-Urban,Prepaid,380,229.9,42,9.82,12.64,59,206.0,3,-110,0.0531,5.0,1,20.4,1,0,1,0,0.565,0.585,20,1
NP-00112,32,Male,Bagmati,Urban,Prepaid,733,64.2,48,6.9,38.2,9,97.0,1,-50,0.0511,18.67,0,0.0,1,1,0,0,0.051,0.156,0,0
NP-00113,62,Male,Bagmati,Urban,Prepaid,1566,322.1,42,6.39,45.79,5,109.0,2,-59,0.0095,22.71,0,0.0,1,1,0,0,-0.014,0.516,2,0
NP-00114,18,Female,Lumbini,Semi-Urban,Prepaid,414,339.2,42,18.25,65.26,1,187.0,3,-105,0.0737,4.96,0,0.0,1,0,0,0,0.698,0.408,6,1
NP-00115,42,Male,Koshi,Rural,Prepaid,1563,154.2,43,10.74,17.27,13,109.0,1,-82,0.0742,6.58,4,20.1,0,1,1,0,0.306,-0.012,2,0
NP-00116,24,Female,Bagmati,Semi-Urban,Postpaid,604,155.2,56,10.37,41.78,5,104.0,1,-112,0.0711,3.27,0,0.0,0,1,0,0,0.505,0.301,16,1
NP-00117,26,Male,Bagmati,Rural,Prepaid,228,414.0,45,8.56,39.01,39,207.0,2,-69,0.037,14.67,0,0.0,1,1,1,1,0.299,0.103,8,1
NP-00118,41,Male,Bagmati,Urban,Prepaid,355,216.2,31,6.24,5.11,23,1501.0,3,-98,0.0738,8.09,0,0.0,1,1,0,0,0.072,0.316,3,1
NP-00119,18,Female,Lumbini,Urban,Prepaid,1367,186.0,36,24.53,29.27,1,60.0,5,-57,0.0055,10.02,0,0.0,1,0,1,0,0.45,0.161,2,0
NP-00120,61,Male,Bagmati,Urban,Postpaid,973,213.7,42,6.17,61.65,7,87.0,2,-69,0.0147,17.1,0,0.0,0,1,0,0,-0.065,-0.031,1,0
NP-00121,25,Male,Sudurpashchim,Semi-Urban,Prepaid,133,125.6,48,3.23,14.55,7,188.0,3,-80,0.1032,12.59,0,0.0,1,0,0,0,0.071,-0.156,1,0
NP-00122,41,Female,Bagmati,Urban,Prepaid,1463,202.3,51,11.53,8.34,14,62.0,4,-54,0.0204,11.1,0,0.0,1,0,0,0,-0.107,-0.368,1,0
NP-00123,28,Male,Bagmati,Urban,Prepaid,1731,220.2,41,2.87,49.54,3,108.0,1,-61,0.013,10.24,0,0.0,1,1,0,0,0.134,0.285,1,0
NP-00124,68,Female,Lumbini,Semi-Urban,Prepaid,850,101.5,37,29.35,18.59,21,85.0,6,-84,0.0305,29.51,0,0.0,1,0,0,0,0.242,-0.043,2,0
NP-00125,34,Female,Madhesh,Urban,Prepaid,856,155.1,33,12.54,19.28,34,191.0,5,-58,0.0299,4.14,0,0.0,0,0,0,0,-0.125,0.141,7,0
NP-00126,25,Male,Koshi,Semi-Urban,Prepaid,881,217.4,42,1.66,26.31,9,104.0,1,-76,0.0417,4.73,0,0.0,1,1,0,0,0.01,-0.017,2,0
NP-00127,52,Female,Lumbini,Semi-Urban,Postpaid,1411,211.1,48,12.24,37.54,31,198.0,2,-63,0.0149,12.48,0,0.0,1,1,1,0,0.14,0.201,8,0
NP-00128,52,Female,Bagmati,Urban,Prepaid,1687,349.3,42,6.7,65.23,4,195.0,3,-111,0.0651,10.18,0,0.0,1,0,1,0,0.559,0.714,15,1
NP-00129,50,Male,Karnali,Urban,Postpaid,1217,269.6,45,25.02,6.67,4,103.0,2,-71,0.0442,7.56,0,0.0,0,1,1,0,-0.037,0.547,1,0
NP-00130,22,Male,Sudurpashchim,Rural,Prepaid,1470,419.3,48,8.07,24.64,15,47.0,2,-59,0.0093,21.02,0,0.0,0,0,0,0,0.371,0.185,0,0
NP-00131,59,Male,Bagmati,Urban,Prepaid,1758,167.5,42,8.21,12.21,7,92.0,2,-50,0.0135,5.71,0,0.0,1,1,0,0,-0.045,-0.022,1,0
NP-00132,56,Female,Bagmati,Urban,Prepaid,959,205.5,41,6.55,22.66,3,89.0,0,-99,0.0427,6.66,0,0.0,1,1,0,0,0.382,0.22,0,0
NP-00133,75,Male,Bagmati,Urban,Prepaid,416,330.2,37,7.12,9.94,4,106.0,2,-94,0.0348,10.36,0,0.0,1,0,1,0,0.555,0.042,13,1
NP-00134,58,Female,Madhesh,Urban,Prepaid,1432,443.7,49,1.7,13.56,21,1002.0,2,-107,0.0608,10.64,4,19.5,1,0,0,0,0.668,0.368,10,1
NP-00135,45,Female,Lumbini,Rural,Prepaid,897,574.1,57,5.72,41.18,12,98.0,2,-100,0.0618,10.88,0,0.0,0,1,1,0,0.27,0.224,3,0
NP-00136,24,Female,Lumbini,Urban,Prepaid,580,326.6,46,4.04,20.87,18,101.0,3,-107,0.0567,2.05,0,0.0,1,0,0,0,0.293,0.095,0,0
NP-00137,26,Male,Bagmati,Rural,Prepaid,1117,246.7,45,6.45,40.39,6,96.0,2,-98,0.0401,7.99,2,45.0,1,0,0,0,-0.063,0.343,1,0
NP-00138,25,Male,Koshi,Urban,Prepaid,438,147.8,46,21.63,37.23,33,107.0,5,-104,0.0628,4.47,0,0.0,1,1,0,0,0.575,0.353,16,1
NP-00139,29,Female,Madhesh,Rural,Prepaid,132,227.6,51,32.95,40.17,26,192.0,4,-75,0.0478,11.27,0,0.0,1,1,0,0,0.001,0.384,3,0
NP-00140,51,Male,Madhesh,Semi-Urban,Postpaid,382,91.4,57,10.67,20.59,0,513.0,2,-52,0.0066,13.32,0,0.0,1,1,1,0,0.03,-0.352,3,0
NP-00141,50,Male,Lumbini,Semi-Urban,Postpaid,1144,55.2,35,5.57,8.31,5,487.0,1,-54,0.0088,23.84,0,0.0,1,0,1,0,0.294,0.2,5,0
NP-00142,65,Male,Koshi,Semi-Urban,Prepaid,1143,332.2,49,2.91,8.68,0,190.0,3,-63,0.0144,13.89,1,21.2,1,0,0,0,-0.068,0.269,4,0
NP-00143,72,Male,Lumbini,Urban,Prepaid,1341,228.9,43,6.09,38.04,3,996.0,5,-50,0.0047,19.03,0,0.0,1,1,0,0,0.176,0.112,2,0
NP-00144,40,Female,Gandaki,Semi-Urban,Postpaid,644,124.1,39,3.33,21.02,31,101.0,2,-72,0.0354,13.02,0,0.0,1,0,0,0,0.63,0.608,16,1
NP-00145,41,Male,Lumbini,Urban,Prepaid,1779,183.5,35,7.54,3.61,27,88.0,3,-72,0.0295,3.32,0,0.0,0,0,0,0,0.484,-0.12,4,0
NP-00146,54,Male,Bagmati,Urban,Prepaid,162,150.0,56,8.61,4.14,0,62.0,1,-75,0.0675,12.29,3,18.7,1,1,0,0,0.206,0.063,1,0
NP-00147,52,Male,Gandaki,Semi-Urban,Prepaid,164,227.3,47,10.48,29.79,0,186.0,2,-93,0.0453,8.62,0,0.0,0,0,0,0,0.576,0.455,15,0
NP-00148,61,Female,Gandaki,Urban,Prepaid,830,312.9,39,9.78,48.26,12,485.0,2,-79,0.0252,15.15,0,0.0,0,1,1,0,0.299,0.252,0,0
